task_id,run_num,pipeline_index,accuracy,is_best,best_accuracy,correlation_with_best
190146,11,3,0.8941176470588236,False,0.8941176470588236,0.9999999999999998
190146,11,4,0.8941176470588236,False,0.8941176470588236,0.9999999999999998
190146,11,5,0.8470588235294118,False,0.8941176470588236,0.923414608143423
2073,3,0,0.697986577181208,False,0.7248322147651006,0.8048367262420909
2073,3,1,0.7114093959731543,False,0.7248322147651006,0.9114932440121162
2073,3,2,0.6644295302013423,False,0.7248322147651006,0.6823971995548139
2073,3,3,0.7046979865771812,False,0.7248322147651006,0.9103759670414386
2073,3,4,0.7114093959731543,False,0.7248322147651006,0.8754458363779812
2073,3,5,0.7181208053691275,False,0.7248322147651006,0.9283210589083154
2073,3,6,0.6644295302013423,False,0.7248322147651006,0.6823971995548139
2073,3,7,0.6711409395973155,False,0.7248322147651006,0.8863935418797659
2073,3,8,0.7114093959731543,False,0.7248322147651006,0.8537508282292061
2073,3,9,0.7248322147651006,True,0.7248322147651006,1.0
2073,3,10,0.6845637583892618,False,0.7248322147651006,0.8172665257377881
2073,3,11,0.6644295302013423,False,0.7248322147651006,0.6823971995548139
2073,3,12,0.7046979865771812,False,0.7248322147651006,0.9101005147819896
2073,3,13,0.7114093959731543,False,0.7248322147651006,0.8630928472190863
2073,3,14,0.6510067114093959,False,0.7248322147651006,0.7397129607677917
190146,3,0,0.8941176470588236,True,0.8941176470588236,1.0
190146,3,1,0.8941176470588236,False,0.8941176470588236,0.9999999999999998
190146,3,2,0.8941176470588236,False,0.8941176470588236,0.9999999999999998
190146,3,3,0.8705882352941177,False,0.8941176470588236,0.9140593945925064
190146,3,4,0.8705882352941177,False,0.8941176470588236,0.9140593945925064
190146,3,5,0.8941176470588236,False,0.8941176470588236,0.9999999999999998
190146,3,6,0.8941176470588236,False,0.8941176470588236,0.9999999999999998
190146,5,0,0.8823529411764706,False,0.8941176470588236,0.9954770622442372
190146,5,1,0.8823529411764706,False,0.8941176470588236,0.9954770622442372
190146,5,2,0.8941176470588236,True,0.8941176470588236,1.0
359954,14,0,0.6351351351351351,False,0.7027027027027027,0.8524508847003925
359954,14,1,0.7027027027027027,True,0.7027027027027027,1.0
2073,14,0,0.7046979865771812,True,0.7046979865771812,1.0
2073,14,1,0.6442953020134228,False,0.7046979865771812,0.6544022889094886
2073,14,2,0.6375838926174496,False,0.7046979865771812,0.674840058990457
2073,14,3,0.7046979865771812,False,0.7046979865771812,0.7660343857704394
2073,14,4,0.6577181208053692,False,0.7046979865771812,0.6435572533454161
2073,14,5,0.6845637583892618,False,0.7046979865771812,0.8346920992876394
2073,14,6,0.697986577181208,False,0.7046979865771812,0.7325422877483209
2073,14,7,0.697986577181208,False,0.7046979865771812,0.6890976637847618
2073,14,8,0.6845637583892618,False,0.7046979865771812,0.5977809081603908
2073,4,0,0.7046979865771812,True,0.7046979865771812,1.0
2073,4,1,0.6912751677852349,False,0.7046979865771812,0.7515580684693633
2073,4,2,0.697986577181208,False,0.7046979865771812,0.7676033622054707
2073,4,3,0.6912751677852349,False,0.7046979865771812,0.7961683812600143
2073,4,4,0.697986577181208,False,0.7046979865771812,0.9036743377334778
2073,4,5,0.6644295302013423,False,0.7046979865771812,0.6730572947781389
2073,4,6,0.6644295302013423,False,0.7046979865771812,0.6730572947781389
2073,4,7,0.6644295302013423,False,0.7046979865771812,0.6730572947781389
2073,4,8,0.6912751677852349,False,0.7046979865771812,0.8853796985989484
