task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6,model 7,model 8
359959,14,0.6216216216216216,0.6081081081081081,0.6081081081081081,0.6013513513513513,0.6013513513513513,0.6148648648648649,0.6216216216216216,0.6148648648648649,0.6081081081081081
