task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6
359959,2,0.6013513513513513,0.5675675675675675,0.5743243243243243,0.5743243243243243,0.5743243243243243,0.5878378378378378,0.5743243243243243
