task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6
168784,5,0.841025641025641,0.8256410256410256,0.8153846153846154,0.4717948717948718,0.5282051282051282,0.4717948717948718,0.8256410256410256
