task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6,model 7,model 8
2073,6,0.738255033557047,0.6711409395973155,0.6912751677852349,0.6442953020134228,0.7181208053691275,0.697986577181208,0.697986577181208,0.6845637583892618,0.6912751677852349
