task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6,model 7,model 8
2073,12,0.7046979865771812,0.6442953020134228,0.697986577181208,0.6442953020134228,0.6510067114093959,0.6510067114093959,0.6778523489932886,0.6442953020134228,0.697986577181208
