task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6,model 7,model 8
359959,10,0.6216216216216216,0.6013513513513513,0.581081081081081,0.6081081081081081,0.5945945945945946,0.5675675675675675,0.5540540540540541,0.6013513513513513,0.581081081081081
