task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6
168784,10,0.8256410256410256,0.8307692307692308,0.8256410256410256,0.4717948717948718,0.5384615384615384,0.4717948717948718,0.8307692307692308
