task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6
190146,3,0.8941176470588236,0.8823529411764706,0.8705882352941177,0.8470588235294118,0.8823529411764706,0.8470588235294118,0.8823529411764706
