task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6,model 7,model 8
359954,12,0.7027027027027027,0.6621621621621622,0.6756756756756757,0.6351351351351351,0.6486486486486487,0.6351351351351351,0.6891891891891891,0.6621621621621622,0.6756756756756757
