task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6
359954,9,0.7162162162162162,0.7162162162162162,0.6756756756756757,0.4189189189189189,0.6756756756756757,0.4189189189189189,0.6891891891891891
