task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6
168784,3,0.8358974358974359,0.8205128205128205,0.8205128205128205,0.4717948717948718,0.558974358974359,0.4717948717948718,0.8307692307692308
