task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6,model 7,model 8
168784,14,0.841025641025641,0.8051282051282052,0.8205128205128205,0.8153846153846154,0.8153846153846154,0.7897435897435897,0.8102564102564103,0.8102564102564103,0.8205128205128205
