task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6,model 7,model 8
359954,11,0.7027027027027027,0.7162162162162162,0.7162162162162162,0.6891891891891891,0.6891891891891891,0.7162162162162162,0.7027027027027027,0.7162162162162162,0.7162162162162162
