task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6,model 7,model 8
168784,1,0.8512820512820513,0.8461538461538461,0.8307692307692308,0.841025641025641,0.8461538461538461,0.8512820512820513,0.8461538461538461,0.8461538461538461,0.8307692307692308
