task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6
359959,8,0.6216216216216216,0.5878378378378378,0.5878378378378378,0.6081081081081081,0.6148648648648649,0.6351351351351351,0.581081081081081
