task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6
2073,2,0.7248322147651006,0.6644295302013423,0.6778523489932886,0.6577181208053692,0.6912751677852349,0.6778523489932886,0.6845637583892618
