task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6
359954,1,0.7162162162162162,0.6486486486486487,0.6351351351351351,0.4189189189189189,0.6351351351351351,0.4189189189189189,0.7027027027027027
