task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6
168784,0,0.8358974358974359,0.8307692307692308,0.8153846153846154,0.4717948717948718,0.5435897435897435,0.4717948717948718,0.8256410256410256
