task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6
190146,0,0.8823529411764706,0.8588235294117647,0.8588235294117647,0.8470588235294118,0.8588235294117647,0.8470588235294118,0.8941176470588236
