task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6
2073,11,0.7248322147651006,0.7114093959731543,0.7181208053691275,0.7114093959731543,0.7181208053691275,0.6845637583892618,0.6912751677852349
