task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6,model 7,model 8
359954,4,0.7027027027027027,0.6216216216216216,0.6216216216216216,0.6216216216216216,0.6351351351351351,0.6216216216216216,0.6216216216216216,0.6216216216216216,0.6216216216216216
