task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6,model 7,model 8
359959,5,0.6081081081081081,0.5743243243243243,0.6013513513513513,0.5743243243243243,0.5743243243243243,0.5743243243243243,0.5608108108108109,0.5743243243243243,0.6013513513513513
