task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6
168784,1,0.8512820512820513,0.8205128205128205,0.8102564102564103,0.4717948717948718,0.5794871794871795,0.4717948717948718,0.8307692307692308
