task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6,model 7,model 8
359959,6,0.6081081081081081,0.581081081081081,0.5472972972972973,0.5743243243243243,0.581081081081081,0.5743243243243243,0.5540540540540541,0.5878378378378378,0.5608108108108109
