task id,run #,individual,model 1,model 2,model 3,model 4,model 5,model 6
2073,3,0.7315436241610739,0.7248322147651006,0.7449664429530202,0.7248322147651006,0.7449664429530202,0.7315436241610739,0.7315436241610739
